Weight	Nested	Procedure	subjectID	event_code	block_nr	block_outcome	block_wiggleroom	sequence_nr	sequence_difficulty	sequence_feedback	sequence_feedback_scaled	trial_nr	trial_difficulty	color_difficulta	correct_key
1		gridTrialProc	1009	5	1	1	1	2	0.25	0	0	10	0.17001606889291832	2	4
1		gridSequenceEndProc	1009	4	1	1	1	2	0.25	0.5956583035464508	0.4665672493703777	0	0	0	0
1		gridSequenceStartProc	1009	3	1	1	1	3	0.43	0	0	0	0	0	0
1		gridTrialProc	1009	5	1	1	1	3	0.43	0	0	1	0.4084354129456241	1	6
1		gridTrialProc	1009	5	1	1	1	3	0.43	0	0	2	0.3642610042095942	2	4
1		gridTrialProc	1009	5	1	1	1	3	0.43	0	0	3	0.45496921381067307	2	4
1		gridTrialProc	1009	5	1	1	1	3	0.43	0	0	4	0.29647997028642437	2	4
1		gridTrialProc	1009	5	1	1	1	3	0.43	0	0	5	0.39754293873560614	1	6
1		gridTrialProc	1009	5	1	1	1	3	0.43	0	0	6	0.420214715057148	2	4
1		gridTrialProc	1009	5	1	1	1	3	0.43	0	0	7	0.2987121373825429	1	6
1		gridTrialProc	1009	5	1	1	1	3	0.43	0	0	8	0.40358557726667904	1	6
1		gridTrialProc	1009	5	1	1	1	3	0.43	0	0	9	0.46773796184700533	2	4
1		gridTrialProc	1009	5	1	1	1	3	0.43	0	0	10	0.279603928591004	1	6
1		gridSequenceEndProc	1009	4	1	1	1	3	0.43	0.18517035962428097	0.3016272277514671	0	0	0	0
1		gridSequenceStartProc	1009	3	1	1	1	4	0.31	0	0	0	0	0	0
1		gridTrialProc	1009	5	1	1	1	4	0.31	0	0	1	0.3607823901361727	1	6
1		gridTrialProc	1009	5	1	1	1	4	0.31	0	0	2	0.40356692273142863	1	6
1		gridTrialProc	1009	5	1	1	1	4	0.31	0	0	3	0.3575811608536135	2	4
1		gridTrialProc	1009	5	1	1	1	4	0.31	0	0	4	0.30764914816835753	2	4
1		gridTrialProc	1009	5	1	1	1	4	0.31	0	0	5	0.3685078723018884	2	4
1		gridTrialProc	1009	5	1	1	1	4	0.31	0	0	6	0.31587113035305286	1	6
1		gridTrialProc	1009	5	1	1	1	4	0.31	0	0	7	0.2698487432813258	2	4
1		gridTrialProc	1009	5	1	1	1	4	0.31	0	0	8	0.3381857533208913	1	6
1		gridTrialProc	1009	5	1	1	1	4	0.31	0	0	9	0.3517581813988875	1	6
1		gridTrialProc	1009	5	1	1	1	4	0.31	0	0	10	0.34311934658388626	2	4
1		gridSequenceEndProc	1009	4	1	1	1	4	0.31	0.8159474173496234	0.6449961832357172	0	0	0	0
1		gridSequenceStartProc	1009	3	1	1	1	5	0.37	0	0	0	0	0	0
1		gridTrialProc	1009	5	1	1	1	5	0.37	0	0	1	0.399076167740382	2	4
1		gridTrialProc	1009	5	1	1	1	5	0.37	0	0	2	0.2731098113058896	2	4
1		gridTrialProc	1009	5	1	1	1	5	0.37	0	0	3	0.42887348977139095	1	6
1		gridTrialProc	1009	5	1	1	1	5	0.37	0	0	4	0.38547430438001434	1	6
1		gridTrialProc	1009	5	1	1	1	5	0.37	0	0	5	0.43498896522380565	2	4
1		gridTrialProc	1009	5	1	1	1	5	0.37	0	0	6	0.4418017950466274	2	4
1		gridTrialProc	1009	5	1	1	1	5	0.37	0	0	7	0.4232363971857169	2	4
1		gridTrialProc	1009	5	1	1	1	5	0.37	0	0	8	0.28300554301871567	2	4
1		gridTrialProc	1009	5	1	1	1	5	0.37	0	0	9	0.34490603917208906	1	6
1		gridTrialProc	1009	5	1	1	1	5	0.37	0	0	10	0.3163212432156597	2	4
1		gridSequenceEndProc	1009	4	1	1	1	5	0.37	0.793820239711057	0.793820239711057	0	0	0	0
1		gridBlockEndProc	1009	2	1	1	1	0	0	0	0	0	0	0	0
