Weight	Nested	Procedure	subjectID	event_code	block_nr	block_outcome	block_wiggleroom	sequence_nr	sequence_difficulty	sequence_feedback	sequence_feedback_scaled	trial_nr	trial_difficulty	color_difficulta	correct_key
1		gridTrialProc	10	5	1	-1	0	3	0.35758620689655174	0	0	4	0.29376362056754407	2	6
1		gridTrialProc	10	5	1	-1	0	3	0.35758620689655174	0	0	5	0.3152684441472923	2	6
1		gridTrialProc	10	5	1	-1	0	3	0.35758620689655174	0	0	6	0.33127951089510665	1	4
1		gridTrialProc	10	5	1	-1	0	3	0.35758620689655174	0	0	7	0.3767821254228381	1	4
1		gridTrialProc	10	5	1	-1	0	3	0.35758620689655174	0	0	8	0.22424025909937897	2	6
1		gridTrialProc	10	5	1	-1	0	3	0.35758620689655174	0	0	9	0.2727134010441281	2	6
1		gridTrialProc	10	5	1	-1	0	3	0.35758620689655174	0	0	10	0.25391172333902545	2	6
1		gridSequenceEndProc	10	4	1	-1	0	3	0.35758620689655174	0.07208999693613893	0.05882385925265919	0	0	0	0
1		gridSequenceStartProc	10	3	1	-1	0	4	0.3162068965517241	0	0	0	0	0	0
1		gridTrialProc	10	5	1	-1	0	4	0.3162068965517241	0	0	1	0.4344379403157373	2	6
1		gridTrialProc	10	5	1	-1	0	4	0.3162068965517241	0	0	2	0.24523903609637518	2	6
1		gridTrialProc	10	5	1	-1	0	4	0.3162068965517241	0	0	3	0.3983673897012566	2	6
1		gridTrialProc	10	5	1	-1	0	4	0.3162068965517241	0	0	4	0.27753557046130894	2	6
1		gridTrialProc	10	5	1	-1	0	4	0.3162068965517241	0	0	5	0.3310665494057308	1	4
1		gridTrialProc	10	5	1	-1	0	4	0.3162068965517241	0	0	6	0.3591831652266754	1	4
1		gridTrialProc	10	5	1	-1	0	4	0.3162068965517241	0	0	7	0.20920783213042876	2	6
1		gridTrialProc	10	5	1	-1	0	4	0.3162068965517241	0	0	8	0.1783699475411589	1	4
1		gridTrialProc	10	5	1	-1	0	4	0.3162068965517241	0	0	9	0.385947414490063	1	4
1		gridTrialProc	10	5	1	-1	0	4	0.3162068965517241	0	0	10	0.3615592555401484	1	4
1		gridSequenceEndProc	10	4	1	-1	0	4	0.3162068965517241	0.6676109600648872	0.535864529180333	0	0	0	0
1		gridSequenceStartProc	10	3	1	-1	0	5	0.29137931034482756	0	0	0	0	0	0
1		gridTrialProc	10	5	1	-1	0	5	0.29137931034482756	0	0	1	0.22519888566071017	1	4
1		gridTrialProc	10	5	1	-1	0	5	0.29137931034482756	0	0	2	0.27247461005202267	2	6
1		gridTrialProc	10	5	1	-1	0	5	0.29137931034482756	0	0	3	0.15402448715818437	1	4
1		gridTrialProc	10	5	1	-1	0	5	0.29137931034482756	0	0	4	0.21502607475816285	2	6
1		gridTrialProc	10	5	1	-1	0	5	0.29137931034482756	0	0	5	0.32859779825980195	1	4
1		gridTrialProc	10	5	1	-1	0	5	0.29137931034482756	0	0	6	0.19392733451075922	2	6
1		gridTrialProc	10	5	1	-1	0	5	0.29137931034482756	0	0	7	0.4000836876828222	1	4
1		gridTrialProc	10	5	1	-1	0	5	0.29137931034482756	0	0	8	0.30969464822368276	1	4
1		gridTrialProc	10	5	1	-1	0	5	0.29137931034482756	0	0	9	0.07188823955317777	1	4
1		gridTrialProc	10	5	1	-1	0	5	0.29137931034482756	0	0	10	0.3144590581289329	2	6
1		gridSequenceEndProc	10	4	1	-1	0	5	0.29137931034482756	0.7889699735890605	0.6077545092675669	0	0	0	0
1		gridSequenceStartProc	10	3	1	-1	0	6	0.25827586206896547	0	0	0	0	0	0
1		gridTrialProc	10	5	1	-1	0	6	0.25827586206896547	0	0	1	0.2557091191631586	2	6
1		gridTrialProc	10	5	1	-1	0	6	0.25827586206896547	0	0	2	0.29843516275019555	1	4
1		gridTrialProc	10	5	1	-1	0	6	0.25827586206896547	0	0	3	0.30274025328003135	1	4
1		gridTrialProc	10	5	1	-1	0	6	0.25827586206896547	0	0	4	0.21212365876778652	1	4
1		gridTrialProc	10	5	1	-1	0	6	0.25827586206896547	0	0	5	0.25115636857425155	1	4
1		gridTrialProc	10	5	1	-1	0	6	0.25827586206896547	0	0	6	0.2672840146927033	1	4
1		gridTrialProc	10	5	1	-1	0	6	0.25827586206896547	0	0	7	0.24447368883749931	1	4
1		gridTrialProc	10	5	1	-1	0	6	0.25827586206896547	0	0	8	0.10471099321550498	2	6
1		gridTrialProc	10	5	1	-1	0	6	0.25827586206896547	0	0	9	0.1773723146319245	2	6
1		gridTrialProc	10	5	1	-1	0	6	0.25827586206896547	0	0	10	0.20995587237833901	2	6
1		gridSequenceEndProc	10	4	1	-1	0	6	0.25827586206896547	0.8977497925629586	0.6624394813455756	0	0	0	0
1		gridSequenceStartProc	10	3	1	-1	0	7	0.26655172413793105	0	0	0	0	0	0
1		gridTrialProc	10	5	1	-1	0	7	0.26655172413793105	0	0	1	0.3882565360832956	1	4
1		gridTrialProc	10	5	1	-1	0	7	0.26655172413793105	0	0	2	0.16764435218832746	1	4
1		gridTrialProc	10	5	1	-1	0	7	0.26655172413793105	0	0	3	0.2672784673706438	2	6
1		gridTrialProc	10	5	1	-1	0	7	0.26655172413793105	0	0	4	0.20526199123400612	2	6
1		gridTrialProc	10	5	1	-1	0	7	0.26655172413793105	0	0	5	0.3216245815737452	1	4
1		gridTrialProc	10	5	1	-1	0	7	0.26655172413793105	0	0	6	0.37203684944079346	2	6
1		gridTrialProc	10	5	1	-1	0	7	0.26655172413793105	0	0	7	0.2063394959920334	2	6
1		gridTrialProc	10	5	1	-1	0	7	0.26655172413793105	0	0	8	0.1691493334763434	2	6
1		gridTrialProc	10	5	1	-1	0	7	0.26655172413793105	0	0	9	0.2953054874462996	2	6
1		gridTrialProc	10	5	1	-1	0	7	0.26655172413793105	0	0	10	0.12829140188141144	2	6
1		gridSequenceEndProc	10	4	1	-1	0	7	0.26655172413793105	0.8792472113609421	0.6192162546845317	0	0	0	0
1		gridSequenceStartProc	10	3	1	-1	0	8	0.4568965517241379	0	0	0	0	0	0
1		gridTrialProc	10	5	1	-1	0	8	0.4568965517241379	0	0	1	0.5582664179086099	2	4
1		gridTrialProc	10	5	1	-1	0	8	0.4568965517241379	0	0	2	0.452622816067725	2	6
1		gridTrialProc	10	5	1	-1	0	8	0.4568965517241379	0	0	3	0.3963440771624087	2	6
1		gridTrialProc	10	5	1	-1	0	8	0.4568965517241379	0	0	4	0.4277757443289599	2	6
1		gridTrialProc	10	5	1	-1	0	8	0.4568965517241379	0	0	5	0.37337538068811954	2	6
1		gridTrialProc	10	5	1	-1	0	8	0.4568965517241379	0	0	6	0.4400933733452855	2	6
1		gridTrialProc	10	5	1	-1	0	8	0.4568965517241379	0	0	7	0.4235106435320152	1	4
1		gridTrialProc	10	5	1	-1	0	8	0.4568965517241379	0	0	8	0.5554295004731129	2	4
1		gridTrialProc	10	5	1	-1	0	8	0.4568965517241379	0	0	9	0.5574051806018671	2	4
1		gridTrialProc	10	5	1	-1	0	8	0.4568965517241379	0	0	10	0.38569107409592973	1	4
1		gridSequenceEndProc	10	4	1	-1	0	8	0.4568965517241379	-0.6028404632171569	-0.42243692398757693	0	0	0	0
1		gridSequenceStartProc	10	3	1	-1	0	9	0.25	0	0	0	0	0	0
1		gridTrialProc	10	5	1	-1	0	9	0.25	0	0	1	0.3029866927057205	1	4
1		gridTrialProc	10	5	1	-1	0	9	0.25	0	0	2	0.26770447183449636	1	4
1		gridTrialProc	10	5	1	-1	0	9	0.25	0	0	3	0.19865717565977042	1	4
1		gridTrialProc	10	5	1	-1	0	9	0.25	0	0	4	0.27877057286207363	1	4
1		gridTrialProc	10	5	1	-1	0	9	0.25	0	0	5	0.18518346424963522	1	4
1		gridTrialProc	10	5	1	-1	0	9	0.25	0	0	6	0.30617531689932104	1	4
1		gridTrialProc	10	5	1	-1	0	9	0.25	0	0	7	0.2439965230152751	1	4
1		gridTrialProc	10	5	1	-1	0	9	0.25	0	0	8	0.1716412101682735	1	4
1		gridTrialProc	10	5	1	-1	0	9	0.25	0	0	9	0.24093672177168488	1	4
1		gridTrialProc	10	5	1	-1	0	9	0.25	0	0	10	0.264730389128875	1	4
1		gridSequenceEndProc	10	4	1	-1	0	9	0.25	0.9327309883853441	0.5942797902167228	0	0	0	0
1		gridSequenceStartProc	10	3	1	-1	0	10	0.4651724137931034	0	0	0	0	0	0
1		gridTrialProc	10	5	1	-1	0	10	0.4651724137931034	0	0	1	0.4713735614590523	2	6
1		gridTrialProc	10	5	1	-1	0	10	0.4651724137931034	0	0	2	0.549260998565431	2	4
1		gridTrialProc	10	5	1	-1	0	10	0.4651724137931034	0	0	3	0.5073363640587476	1	6
1		gridTrialProc	10	5	1	-1	0	10	0.4651724137931034	0	0	4	0.4789864605117638	1	4
1		gridTrialProc	10	5	1	-1	0	10	0.4651724137931034	0	0	5	0.5377677332953451	1	6
1		gridTrialProc	10	5	1	-1	0	10	0.4651724137931034	0	0	6	0.4709384842306642	1	4
1		gridTrialProc	10	5	1	-1	0	10	0.4651724137931034	0	0	7	0.47449873112973207	2	6
1		gridTrialProc	10	5	1	-1	0	10	0.4651724137931034	0	0	8	0.35433479275764207	2	6
1		gridTrialProc	10	5	1	-1	0	10	0.4651724137931034	0	0	9	0.49032118698339033	1	4
1		gridTrialProc	10	5	1	-1	0	10	0.4651724137931034	0	0	10	0.3692595905400149	2	6
1		gridSequenceEndProc	10	4	1	-1	0	10	0.4651724137931034	-0.6474847185607199	-0.4185547325581757	0	0	0	0
1		gridSequenceStartProc	10	3	1	-1	0	11	0.3410344827586207	0	0	0	0	0	0
1		gridTrialProc	10	5	1	-1	0	11	0.3410344827586207	0	0	1	0.20015346685343371	1	4
1		gridTrialProc	10	5	1	-1	0	11	0.3410344827586207	0	0	2	0.3127901894470286	1	4
1		gridTrialProc	10	5	1	-1	0	11	0.3410344827586207	0	0	3	0.282726076591815	2	6
1		gridTrialProc	10	5	1	-1	0	11	0.3410344827586207	0	0	4	0.4546352795927485	1	4
1		gridTrialProc	10	5	1	-1	0	11	0.3410344827586207	0	0	5	0.29282769658439034	1	4
1		gridTrialProc	10	5	1	-1	0	11	0.3410344827586207	0	0	6	0.4042789292635987	2	6
1		gridTrialProc	10	5	1	-1	0	11	0.3410344827586207	0	0	7	0.40411328129460156	2	6
1		gridTrialProc	10	5	1	-1	0	11	0.3410344827586207	0	0	8	0.4289514082598446	1	4
1		gridTrialProc	10	5	1	-1	0	11	0.3410344827586207	0	0	9	0.33155753415250366	1	4
1		gridTrialProc	10	5	1	-1	0	11	0.3410344827586207	0	0	10	0.41751958477573176	1	4
1		gridSequenceEndProc	10	4	1	-1	0	11	0.3410344827586207	0.1376741757651464	0.06114541875709292	0	0	0	0
1		gridSequenceStartProc	10	3	1	-1	0	12	0.3079310344827586	0	0	0	0	0	0
1		gridTrialProc	10	5	1	-1	0	12	0.3079310344827586	0	0	1	0.36917999214702785	1	4
1		gridTrialProc	10	5	1	-1	0	12	0.3079310344827586	0	0	2	0.34266316775156297	1	4
1		gridTrialProc	10	5	1	-1	0	12	0.3079310344827586	0	0	3	0.30231273436538336	2	6
1		gridTrialProc	10	5	1	-1	0	12	0.3079310344827586	0	0	4	0.23705204742152952	2	6
1		gridTrialProc	10	5	1	-1	0	12	0.3079310344827586	0	0	5	0.1303431912478886	1	4
1		gridTrialProc	10	5	1	-1	0	12	0.3079310344827586	0	0	6	0.3357241323289786	1	4
1		gridTrialProc	10	5	1	-1	0	12	0.3079310344827586	0	0	7	0.3034112070226407	1	4
1		gridTrialProc	10	5	1	-1	0	12	0.3079310344827586	0	0	8	0.3442015386357685	1	4
1		gridTrialProc	10	5	1	-1	0	12	0.3079310344827586	0	0	9	0.23012809182743404	2	6
1		gridTrialProc	10	5	1	-1	0	12	0.3079310344827586	0	0	10	0.28195051951289873	2	6
1		gridSequenceEndProc	10	4	1	-1	0	12	0.3079310344827586	0.6874782388202427	0.3603344431064614	0	0	0	0
1		gridSequenceStartProc	10	3	1	-1	0	13	0.38241379310344825	0	0	0	0	0	0
1		gridTrialProc	10	5	1	-1	0	13	0.38241379310344825	0	0	1	0.26141955201042444	2	6
1		gridTrialProc	10	5	1	-1	0	13	0.38241379310344825	0	0	2	0.3602424254569514	1	4
1		gridTrialProc	10	5	1	-1	0	13	0.38241379310344825	0	0	3	0.3072144758257914	2	6
1		gridTrialProc	10	5	1	-1	0	13	0.38241379310344825	0	0	4	0.3056155792862103	1	4
1		gridTrialProc	10	5	1	-1	0	13	0.38241379310344825	0	0	5	0.434356087778362	1	4
1		gridTrialProc	10	5	1	-1	0	13	0.38241379310344825	0	0	6	0.47054087148420737	2	6
1		gridTrialProc	10	5	1	-1	0	13	0.38241379310344825	0	0	7	0.2701507594025161	2	6
1		gridTrialProc	10	5	1	-1	0	13	0.38241379310344825	0	0	8	0.4805584657628523	1	4
1		gridTrialProc	10	5	1	-1	0	13	0.38241379310344825	0	0	9	0.2760919787412805	1	4
1		gridTrialProc	10	5	1	-1	0	13	0.38241379310344825	0	0	10	0.389168302661551	2	6
1		gridSequenceEndProc	10	4	1	-1	0	13	0.38241379310344825	-0.04263009498978045	-0.05016947706739702	0	0	0	0
1		gridSequenceStartProc	10	3	1	-1	0	14	0.2748275862068965	0	0	0	0	0	0
1		gridTrialProc	10	5	1	-1	0	14	0.2748275862068965	0	0	1	0.3637167356515131	2	6
1		gridTrialProc	10	5	1	-1	0	14	0.2748275862068965	0	0	2	0.07630380753621882	1	4
1		gridTrialProc	10	5	1	-1	0	14	0.2748275862068965	0	0	3	0.29602419223279774	1	4
1		gridTrialProc	10	5	1	-1	0	14	0.2748275862068965	0	0	4	0.3700538626469493	1	4
1		gridTrialProc	10	5	1	-1	0	14	0.2748275862068965	0	0	5	0.26491468244358135	1	4
1		gridTrialProc	10	5	1	-1	0	14	0.2748275862068965	0	0	6	0.38842275195985987	2	6
1		gridTrialProc	10	5	1	-1	0	14	0.2748275862068965	0	0	7	0.2513713338398903	2	6
1		gridTrialProc	10	5	1	-1	0	14	0.2748275862068965	0	0	8	0.19522476583289317	1	4
1		gridTrialProc	10	5	1	-1	0	14	0.2748275862068965	0	0	9	0.30466567922696475	2	6
1		gridTrialProc	10	5	1	-1	0	14	0.2748275862068965	0	0	10	0.3250317604259631	1	4
1		gridSequenceEndProc	10	4	1	-1	0	14	0.2748275862068965	0.7939895518315333	0.3623021033212005	0	0	0	0
1		gridSequenceStartProc	10	3	1	-1	0	15	0.44034482758620686	0	0	0	0	0	0
1		gridTrialProc	10	5	1	-1	0	15	0.44034482758620686	0	0	1	0.6237786719672933	1	6
1		gridTrialProc	10	5	1	-1	0	15	0.44034482758620686	0	0	2	0.4670744287092958	2	6
1		gridTrialProc	10	5	1	-1	0	15	0.44034482758620686	0	0	3	0.5113448192166608	2	4
1		gridTrialProc	10	5	1	-1	0	15	0.44034482758620686	0	0	4	0.524920162094731	1	6
1		gridTrialProc	10	5	1	-1	0	15	0.44034482758620686	0	0	5	0.396730423963589	2	6
1		gridTrialProc	10	5	1	-1	0	15	0.44034482758620686	0	0	6	0.3289505641116838	1	4
1		gridTrialProc	10	5	1	-1	0	15	0.44034482758620686	0	0	7	0.38508390955122807	2	6
1		gridTrialProc	10	5	1	-1	0	15	0.44034482758620686	0	0	8	0.43926705613200606	1	4
1		gridTrialProc	10	5	1	-1	0	15	0.44034482758620686	0	0	9	0.47188236369514136	2	6
1		gridTrialProc	10	5	1	-1	0	15	0.44034482758620686	0	0	10	0.5086913370099824	2	4
1		gridSequenceEndProc	10	4	1	-1	0	15	0.44034482758620686	-0.4436952729803173	-0.24308197618551802	0	0	0	0
1		gridSequenceStartProc	10	3	1	-1	0	16	0.37413793103448273	0	0	0	0	0	0
1		gridTrialProc	10	5	1	-1	0	16	0.37413793103448273	0	0	1	0.36105177422816687	1	4
1		gridTrialProc	10	5	1	-1	0	16	0.37413793103448273	0	0	2	0.3380857275520711	2	6
1		gridTrialProc	10	5	1	-1	0	16	0.37413793103448273	0	0	3	0.44029321022384205	1	4
1		gridTrialProc	10	5	1	-1	0	16	0.37413793103448273	0	0	4	0.19336054183213724	2	6
1		gridTrialProc	10	5	1	-1	0	16	0.37413793103448273	0	0	5	0.45854931264148346	2	6
1		gridTrialProc	10	5	1	-1	0	16	0.37413793103448273	0	0	6	0.42660188032501484	1	4
1		gridTrialProc	10	5	1	-1	0	16	0.37413793103448273	0	0	7	0.4898290456896634	1	4
1		gridTrialProc	10	5	1	-1	0	16	0.37413793103448273	0	0	8	0.16646897379333772	1	4
1		gridTrialProc	10	5	1	-1	0	16	0.37413793103448273	0	0	9	0.4424687424669188	1	4
1		gridTrialProc	10	5	1	-1	0	16	0.37413793103448273	0	0	10	0.35497270583322377	2	6
1		gridSequenceEndProc	10	4	1	-1	0	16	0.37413793103448273	-0.02167370772760721	-0.05083347659441845	0	0	0	0
1		gridSequenceStartProc	10	3	1	-1	0	17	0.4320689655172414	0	0	0	0	0	0
1		gridTrialProc	10	5	1	-1	0	17	0.4320689655172414	0	0	1	0.43221063122133924	2	6
1		gridTrialProc	10	5	1	-1	0	17	0.4320689655172414	0	0	2	0.46990236125547274	1	4
1		gridTrialProc	10	5	1	-1	0	17	0.4320689655172414	0	0	3	0.49082220705167406	1	4
1		gridTrialProc	10	5	1	-1	0	17	0.4320689655172414	0	0	4	0.3471051856994803	2	6
1		gridTrialProc	10	5	1	-1	0	17	0.4320689655172414	0	0	5	0.39286479475615876	2	6
1		gridTrialProc	10	5	1	-1	0	17	0.4320689655172414	0	0	6	0.38897971454780506	2	6
1		gridTrialProc	10	5	1	-1	0	17	0.4320689655172414	0	0	7	0.5622822783434651	2	4
1		gridTrialProc	10	5	1	-1	0	17	0.4320689655172414	0	0	8	0.462799867604063	2	6
1		gridTrialProc	10	5	1	-1	0	17	0.4320689655172414	0	0	9	0.33611443278774655	2	6
1		gridTrialProc	10	5	1	-1	0	17	0.4320689655172414	0	0	10	0.4498472180353016	2	6
1		gridSequenceEndProc	10	4	1	-1	0	17	0.4320689655172414	-0.4238637925419475	-0.21760923661978246	0	0	0	0
1		gridSequenceStartProc	10	3	1	-1	0	18	0.47344827586206895	0	0	0	0	0	0
1		gridTrialProc	10	5	1	-1	0	18	0.47344827586206895	0	0	1	0.5424687937971568	1	6
1		gridTrialProc	10	5	1	-1	0	18	0.47344827586206895	0	0	2	0.44817864787056544	2	6
1		gridTrialProc	10	5	1	-1	0	18	0.47344827586206895	0	0	3	0.4786464645208336	2	6
1		gridTrialProc	10	5	1	-1	0	18	0.47344827586206895	0	0	4	0.5677061806305885	2	4
1		gridTrialProc	10	5	1	-1	0	18	0.47344827586206895	0	0	5	0.5892148636617816	1	6
1		gridTrialProc	10	5	1	-1	0	18	0.47344827586206895	0	0	6	0.4737412953578455	1	4
1		gridTrialProc	10	5	1	-1	0	18	0.47344827586206895	0	0	7	0.4262426857873378	2	6
1		gridTrialProc	10	5	1	-1	0	18	0.47344827586206895	0	0	8	0.5049063892417758	1	6
1		gridTrialProc	10	5	1	-1	0	18	0.47344827586206895	0	0	9	0.3924276811729598	1	4
1		gridTrialProc	10	5	1	-1	0	18	0.47344827586206895	0	0	10	0.423651365829415	1	4
1		gridSequenceEndProc	10	4	1	-1	0	18	0.47344827586206895	-0.7303067779599387	-0.32406698214486	0	0	0	0
1		gridSequenceStartProc	10	3	1	-1	0	19	0.3989655172413793	0	0	0	0	0	0
1		gridTrialProc	10	5	1	-1	0	19	0.3989655172413793	0	0	1	0.42055161268939445	1	4
1		gridTrialProc	10	5	1	-1	0	19	0.3989655172413793	0	0	2	0.3797264748689147	2	6
1		gridTrialProc	10	5	1	-1	0	19	0.3989655172413793	0	0	3	0.4054250865399218	2	6
1		gridTrialProc	10	5	1	-1	0	19	0.3989655172413793	0	0	4	0.5244288634773799	1	6
1		gridTrialProc	10	5	1	-1	0	19	0.3989655172413793	0	0	5	0.3215667727838941	1	4
1		gridTrialProc	10	5	1	-1	0	19	0.3989655172413793	0	0	6	0.46212714849121234	1	4
1		gridTrialProc	10	5	1	-1	0	19	0.3989655172413793	0	0	7	0.4342908110661254	1	4
1		gridTrialProc	10	5	1	-1	0	19	0.3989655172413793	0	0	8	0.3938070326688979	2	6
1		gridTrialProc	10	5	1	-1	0	19	0.3989655172413793	0	0	9	0.37368265611548174	1	4
1		gridTrialProc	10	5	1	-1	0	19	0.3989655172413793	0	0	10	0.3371542402606822	2	6
1		gridSequenceEndProc	10	4	1	-1	0	19	0.3989655172413793	-0.176975039940961	-0.11829787490647886	0	0	0	0
1		gridSequenceStartProc	10	3	1	-1	0	20	0.34931034482758616	0	0	0	0	0	0
1		gridTrialProc	10	5	1	-1	0	20	0.34931034482758616	0	0	1	0.37159869792030187	1	4
1		gridTrialProc	10	5	1	-1	0	20	0.34931034482758616	0	0	2	0.34334437631554776	2	6
1		gridTrialProc	10	5	1	-1	0	20	0.34931034482758616	0	0	3	0.37474222008229024	1	4
1		gridTrialProc	10	5	1	-1	0	20	0.34931034482758616	0	0	4	0.29723406280007847	2	6
1		gridTrialProc	10	5	1	-1	0	20	0.34931034482758616	0	0	5	0.29684946148320607	1	4
1		gridTrialProc	10	5	1	-1	0	20	0.34931034482758616	0	0	6	0.3934278994715616	2	6
1		gridTrialProc	10	5	1	-1	0	20	0.34931034482758616	0	0	7	0.34943182091332714	1	4
1		gridTrialProc	10	5	1	-1	0	20	0.34931034482758616	0	0	8	0.3283178742011301	2	6
1		gridTrialProc	10	5	1	-1	0	20	0.34931034482758616	0	0	9	0.23765273723475622	2	6
1		gridTrialProc	10	5	1	-1	0	20	0.34931034482758616	0	0	10	0.3289995715105923	1	4
1		gridSequenceEndProc	10	4	1	-1	0	20	0.34931034482758616	0.08707864236292309	-0.03695249303044522	0	0	0	0
1		gridSequenceStartProc	10	3	1	-1	0	21	0.2996551724137931	0	0	0	0	0	0
1		gridTrialProc	10	5	1	-1	0	21	0.2996551724137931	0	0	1	0.25754680108104755	1	4
1		gridTrialProc	10	5	1	-1	0	21	0.2996551724137931	0	0	2	0.48053986096664003	1	4
1		gridTrialProc	10	5	1	-1	0	21	0.2996551724137931	0	0	3	0.23434312957103215	2	6
1		gridTrialProc	10	5	1	-1	0	21	0.2996551724137931	0	0	4	0.24437820525124868	1	4
1		gridTrialProc	10	5	1	-1	0	21	0.2996551724137931	0	0	5	0.28713488330295894	2	6
1		gridTrialProc	10	5	1	-1	0	21	0.2996551724137931	0	0	6	0.22903967695459515	1	4
1		gridTrialProc	10	5	1	-1	0	21	0.2996551724137931	0	0	7	0.32805838375559837	2	6
1		gridTrialProc	10	5	1	-1	0	21	0.2996551724137931	0	0	8	0.40300528097060595	2	6
1		gridTrialProc	10	5	1	-1	0	21	0.2996551724137931	0	0	9	0.22742408027247996	1	4
1		gridTrialProc	10	5	1	-1	0	21	0.2996551724137931	0	0	10	0.3883818142505375	2	6
1		gridSequenceEndProc	10	4	1	-1	0	21	0.2996551724137931	0.6910691725790532	0.1226481796836617	0	0	0	0
1		gridSequenceStartProc	10	3	1	-1	0	22	0.42379310344827587	0	0	0	0	0	0
1		gridTrialProc	10	5	1	-1	0	22	0.42379310344827587	0	0	1	0.42234804179760455	2	6
1		gridTrialProc	10	5	1	-1	0	22	0.42379310344827587	0	0	2	0.3764846134567737	1	4
1		gridTrialProc	10	5	1	-1	0	22	0.42379310344827587	0	0	3	0.4763945232019171	1	4
1		gridTrialProc	10	5	1	-1	0	22	0.42379310344827587	0	0	4	0.47859976971355905	2	6
1		gridTrialProc	10	5	1	-1	0	22	0.42379310344827587	0	0	5	0.4110307257331412	2	6
1		gridTrialProc	10	5	1	-1	0	22	0.42379310344827587	0	0	6	0.37907567098015915	2	6
1		gridTrialProc	10	5	1	-1	0	22	0.42379310344827587	0	0	7	0.4279450272796601	2	6
1		gridTrialProc	10	5	1	-1	0	22	0.42379310344827587	0	0	8	0.4866976808743177	2	6
1		gridTrialProc	10	5	1	-1	0	22	0.42379310344827587	0	0	9	0.49116216801766405	2	6
1		gridTrialProc	10	5	1	-1	0	22	0.42379310344827587	0	0	10	0.5400678702875357	2	4
1		gridSequenceEndProc	10	4	1	-1	0	22	0.42379310344827587	-0.4003800979511781	-0.17648004158157315	0	0	0	0
1		gridSequenceStartProc	10	3	1	-1	0	23	0.41551724137931034	0	0	0	0	0	0
1		gridTrialProc	10	5	1	-1	0	23	0.41551724137931034	0	0	1	0.4930925438741689	2	6
1		gridTrialProc	10	5	1	-1	0	23	0.41551724137931034	0	0	2	0.4689505562104111	2	6
1		gridTrialProc	10	5	1	-1	0	23	0.41551724137931034	0	0	3	0.31590501984681835	1	4
